old_code,old_naam,new_code,new_naam,pct_retained,n_new_touched,n_old_mapping_here,change_type
BU00240209,Verspreide huizen Middelstum,BU19791885,Buitengebied Noord-Middelstum,99.4,5,4,recoded (gemeente change)
BU00240300,'t Zandt,BU19791992,Buitengebied Noord-'t Zandt,58.3,2,5,merged
BU00240301,Zeerijp,BU19791987,Zeerijp,55.3,2,1,split
BU00240302,Zijldijk,BU19791992,Buitengebied Noord-'t Zandt,79.7,2,5,merged
BU00240303,Leermens,BU19791992,Buitengebied Noord-'t Zandt,60.6,2,5,merged
BU00240304,Oosterwijtwerd,BU19791992,Buitengebied Noord-'t Zandt,85.1,2,5,merged
BU00240305,Eenum,BU19791991,Eenum,51.9,2,1,split
BU00240309,Verspreide huizen 't Zandt,BU19791992,Buitengebied Noord-'t Zandt,99.8,6,5,recoded (gemeente change)
BU00250000,Marum,BU19691100,Marum,100.0,1,1,recoded (gemeente change)
BU00250002,Nuis,BU19691102,Nuis,100.0,1,1,recoded (gemeente change)
BU00250003,Niebert,BU19691103,Niebert,100.0,1,1,recoded (gemeente change)
BU00250004,Boerakker,BU19691104,Boerakker,100.0,1,1,recoded (gemeente change)
BU00250005,Lucaswolde,BU19691105,Lucaswolde,100.0,1,1,recoded (gemeente change)
BU00250006,Noordwijk,BU19691106,Noordwijk,100.0,1,1,recoded (gemeente change)
BU00250007,De Haar,BU19691107,De Haar,100.0,1,1,recoded (gemeente change)
BU00250008,Verspreide huizen in het noordwesten,BU19691108,Verspreide huizen in het noordwesten,100.0,1,1,recoded (gemeente change)
BU00250009,Verspreide huizen in het noordoosten,BU19691109,Verspreide huizen in het noordoosten,100.0,1,1,recoded (gemeente change)
BU00250100,De Wilp (gedeeltelijk),BU19691200,De Wilp (gedeeltelijk),100.0,1,1,recoded (gemeente change)
BU00250101,Wilpstervaart,BU19691201,Wilpstervaart,100.0,1,1,recoded (gemeente change)
BU00250102,Keuningswijk,BU19691202,Keuningswijk,100.0,1,1,recoded (gemeente change)
BU00250104,Jonkersvaart,BU19691204,Jonkersvaart,100.0,1,1,recoded (gemeente change)
BU00250108,Verspreide huizen ten noorden van Jonkersvaart,BU19691208,Verspreide huizen ten noorden van Jonkersvaart,100.0,1,1,recoded (gemeente change)
BU00250109,Verspreide huizen ten noorden van de Wilp,BU19691209,Verspreide huizen ten noorden van de Wilp,100.0,1,1,recoded (gemeente change)
BU00340101,Centrum Almere Haven,BU00340102,Centrum Haven Zuid,79.9,8,1,split
BU00340102,De Werven,BU00340201,Rozenwerf en Tuinderswerf,23.6,9,1,split
BU00340103,De Hoven,BU00340301,Buitenhof en Groenhof,36.8,8,1,split
BU00340104,De Meenten,BU00340402,Schapenmeent en Terpmeent,38.5,7,1,split
BU00340105,De Grienden,BU00340501,"Klavergriend, Klippriend en Wilgengriend",35.1,9,1,split
BU00340106,De Marken,BU00340606,Vliegerpark,20.7,12,1,split
BU00340107,De Gouwen,BU00340703,"Bosgouw, Brongouw en Nijvergouw",43.6,8,1,split
BU00340108,De Wierden,BU00340803,"Hoekwierde, Kimwierde en Zandwierde",33.4,10,1,split
BU00340109,De Velden,BU00340902,De Velden Zuid,57.5,5,1,split
BU00340110,Overgooi,BU00341001,Overgooi (brt),50.8,8,1,split
BU00340171,De Steiger,BU00341401,De Steiger (brt),100.0,4,1,recoded
BU00340173,Stichtsekant,BU00341501,Stichtsekant (brt),99.3,3,1,recoded
BU00340199,Overig Almere Haven,BU00341602,Overig Almere Haven West,50.9,20,1,split
BU00340201,Centrum Almere Stad,BU00341702,Centrum Stad Oost,35.4,7,1,split
BU00340202,Filmwijk,BU00341804,Filmwijk Midden,23.7,13,1,split
BU00340203,Danswijk,BU00341902,Danswijk Noordoost,41.8,7,1,split
BU00340204,Parkwijk,BU00342001,Parkwijk Noordwest,34.3,12,1,split
BU00340205,Verzetswijk,BU00342103,Hannie Schaftpark/Bos der Onverzettelijk,41.7,5,1,split
BU00340206,Waterwijk,BU00342202,Waterwijk Oost,26.4,10,1,split
BU00340207,Tussen de Vaarten Noord,BU00342304,Sportpark Fanny Blankers Koen,58.6,8,1,split
BU00340208,Tussen de Vaarten Zuid,BU00342408,Sallandsebos,30.6,15,1,split
BU00340209,Staatsliedenwijk,BU00342501,Staatsliedenwijk Oost,36.4,7,1,split
BU00340210,Kruidenwijk,BU00342609,Koningin Beatrixpark,32.9,15,1,split
BU00340211,Stedenwijk,BU00342704,Stedenwijk Zuid,20.3,16,1,split
BU00340212,Muziekwijk Noord,BU00342802,Muziekwijk N.-Noord,19.8,16,1,split
BU00340213,Muziekwijk Zuid,BU00342902,Muziekwijk Z.-Oost,46.6,12,1,split
BU00340214,Literatuurwijk,BU00343004,Literatuurwijk Zuid,27.6,13,1,split
BU00340215,Noorderplassen,BU00343101,Noorderplassen Oost,46.1,14,1,split
BU00340271,Randstad,BU00343401,Randstad Oost,59.3,4,1,split
BU00340272,Markerkant,BU00343501,Markerkant Noord,66.1,5,1,split
BU00340273,Hollandsekant,BU00343601,Hollandsekant (brt),99.9,5,1,recoded
BU00340274,Gooisekant,BU00343702,Gooisekant West,52.4,7,1,split
BU00340275,Veluwsekant,BU00343802,Veluwsekant West,50.2,3,1,split
BU00340276,Sallandsekant,BU00343902,Sallandsekant Zuidoost,35.8,8,1,split
BU00340299,Overig Almere Stad,BU00344001,Overig Almere Stad Noord,68.5,15,1,split
BU00340301,Centrum Almere Buiten,BU00344101,Centrum Almere Buiten Noord,70.2,4,1,split
BU00340302,Oostvaardersbuurt,BU00344203,Oostvaardersbuurt West,27.8,10,1,split
BU00340303,Seizoenenbuurt,BU00344301,Seizoenenbuurt Noord,32.5,10,1,split
BU00340304,Molenbuurt,BU00344401,Molenbuurt Oost,52.5,6,1,split
BU00340305,Bouwmeesterbuurt,BU00344501,Bouwmeesterbuurt Noord,34.0,10,1,split
BU00340306,Landgoederenbuurt,BU00344603,Landgoederenbuurt Zuid en West,49.3,7,1,split
BU00340307,Faunabuurt,BU00344701,Faunabuurt Noord,36.6,6,1,split
BU00340308,Bloemenbuurt,BU00344804,Bloemenbuurt West,26.9,7,1,split
BU00340309,Regenboogbuurt,BU00344901,Regenboogbuurt Noord en Oost,32.2,8,1,split
BU00340310,Indischebuurt,BU00345002,Indische Buurt West,70.1,13,1,split
BU00340311,Eilandenbuurt,BU00345102,Eilandenbuurt Oost,33.3,9,1,split
BU00340312,Stripheldenbuurt,BU00345204,Stripheldenbuurt Oost,27.6,11,1,split
BU00340313,Sieradenbuurt,BU00345301,Sieradenbuurt (brt),67.3,5,1,split
BU00340371,Poldervlak,BU00345601,Poldervlak Oost,55.1,5,1,split
BU00340372,De Vaart,BU00345701,Bedrijventerrein De Vaart 4-6,62.8,5,1,split
BU00340373,Buitenvaart,BU00345801,Buitenvaart (brt),100.0,4,1,recoded
BU00340399,Overig Almere Buiten,BU00345902,Overig Almere Buiten Zuid,56.8,15,1,split
BU00340401,Europakwartier,BU00346001,Europakwartier Oost (brt),37.0,10,1,split
BU00340402,Columbuskwartier,BU00346201,Columbuskwartier Noord,56.3,9,1,split
BU00340403,Homeruskwartier,BU00346302,Homeruskwartier Midden,36.6,8,1,split
BU00340404,Olympiakwartier,BU00346401,Olympiakwartier Oost (brt),64.8,8,1,split
BU00340405,Duin,BU00346602,Duin Zuid,60.9,10,1,split
BU00340471,Hogekant,BU00347101,Hogekant (brt),99.8,4,1,recoded
BU00340472,Middenkant,BU00347201,Middenkant (brt),100.0,6,1,recoded
BU00340473,Lagekant,BU00347301,Lagekant (brt),99.3,2,1,recoded
BU00340499,Overig Almere Poort,BU00347401,Overig Almere Poort Noord,52.3,14,1,split
BU00340502,Vogelhorst,BU00347501,Vogelhorst Noord,53.2,4,1,split
BU00340503,Nobelhorst,BU00347601,Nobelhorst Oost,43.2,7,1,split
BU00340571,Twentsekant,BU00347901,Twentsekant (brt),98.4,4,1,split
BU00340599,Overig Almere Hout,BU00347701,Oosterwold Noord,23.4,18,1,split
BU00340699,Overig Almere Pampus,BU00349615,Overig Almere Pampus (brt),99.9,6,1,recoded
BU00349997,,BU00349997,Groot binnenwater,99.9,10,1,unchanged
BU00370100,Stadskanaal Centrum,BU00370100,Stadskanaal Centrum,88.0,8,1,split
BU00370101,Maarsstee,BU00370101,Maarsstee,95.2,4,1,split
BU00370102,Maarswold,BU00370102,Maarswold,91.8,4,1,split
BU00370103,Maarsveld,BU00370103,Maarsveld,97.9,5,1,split
BU00370104,De Hagen,BU00370104,De Hagen,90.3,5,1,split
BU00370105,Vogelwijk en de Borgen,BU00370105,Vogelwijk en De Borgen,98.2,3,1,split
BU00370106,Industriegebied,BU00370106,Industriegebied Vleddermond,96.6,7,1,split
BU00370107,Dideldom,BU00370107,Dideldom,98.2,3,1,split
BU00370108,Parkwijk,BU00370108,Parkwijk,98.0,3,1,split
BU00370109,Noord Landskant,BU00370109,Stadskanaal Noord Landskant,94.8,2,1,split
BU00370110,Centrum-Noord,BU00370110,Stadskanaal Noord Centrum,92.1,10,1,split
BU00370111,Noord,BU00370111,Stadskanaal Noord,97.8,4,1,split
BU00370112,Waterland,BU00370112,Waterland,98.0,3,1,split
BU00370200,Musselkanaal Centrum,BU00370200,Musselkanaal Centrum,98.2,3,1,split
BU00370201,Zuid,BU00370201,Musselkanaal Zuid,95.6,3,1,split
BU00370202,Noord,BU00370202,Musselkanaal Noord,98.3,3,1,split
BU00370203,Ceresdorp,BU00370203,Ceresdorp,98.3,4,1,split
BU00370300,Onstwedde,BU00370300,Onstwedde,93.3,3,1,split
BU00370301,Holte,BU00370301,Holte,69.4,2,1,split
BU00370308,Buitengebied-Noord,BU00370308,Onstwedde Buitengebied Noord,97.8,6,1,split
BU00370309,Buitengebied-Zuid,BU00370309,Onstwedde Buitengebied Zuid,99.2,9,1,unchanged
BU00370400,Mussel,BU00370400,Mussel,97.7,5,1,split
BU00370401,Kopstukken,BU00370401,Kopstukken,93.4,2,1,split
BU00370402,Vledderveen,BU00370402,Vledderveen,97.0,2,1,split
BU00370409,Verspreide huizen Mussel,BU00370409,Mussel Buitengebied,96.8,11,1,split
BU00370500,Alteveer,BU00370500,Alteveer,88.6,5,1,split
BU00370509,Verspreide huizen Alteveer,BU00370509,Alteveer Buitengebied,97.0,6,1,split
BU00400000,Slochteren,BU19521201,Slochteren,98.4,4,1,split
BU00400001,Kolham,BU19521001,Kolham,88.5,4,4,merged
BU00400002,'s-Gravenschans en Ruiten,BU19521202,Slochteren Natuurgebied,75.3,6,2,merged
BU00400003,Rengerslaan,BU19521001,Kolham,53.6,3,4,merged
BU00400004,Knijpslaan,BU19521001,Kolham,82.5,3,4,merged
BU00400006,Froombosch,BU19521101,Froombosch,82.5,6,1,split
BU00400007,Verspreide huizen ten oosten van Slochteren,BU19521203,Slochteren Buitengebied,61.5,6,1,split
BU00400008,Verspreide huizen ten zuiden van Kolham,BU19521001,Kolham,30.3,5,4,merged
BU00400009,Verspreide huizen in de Hooilandspolder,BU19521202,Slochteren Natuurgebied,36.6,12,2,merged
BU00400100,Schildwolde,BU19521301,Schildwolde,82.9,5,1,split
BU00400101,Hellum,BU19521401,Hellum,95.7,4,1,split
BU00400102,Meenteweg,BU19521302,Schildwolde Natuurgebied,56.7,2,2,merged
BU00400108,Verspreide huizen ten noorden van Het Siep,BU19521303,Schildwolde Buitengebied,62.9,6,1,split
BU00400109,Verspreide huizen in De Zanden,BU19521302,Schildwolde Natuurgebied,64.1,7,2,merged
BU00400200,Siddeburen,BU19521501,Siddeburen,79.8,5,1,split
BU00400201,Oudeweg en Hoofdweg en Oostwolderweg,BU19521502,Siddeburen Buitengebied,94.9,2,3,merged
BU00400203,Steendam,BU19521702,Steendam,70.9,2,1,split
BU00400204,Tjuchem,BU19521701,Tjuchem,100.0,1,1,recoded (gemeente change)
BU00400208,Verspreide huizen in het Siddebuursterveen,BU19521502,Siddeburen Buitengebied,97.9,3,3,merged
BU00400209,Verspreide huizen ten noorden van Siddeburen,BU19521502,Siddeburen Buitengebied,39.2,6,3,merged
BU00400300,Harkstede,BU19520901,Harkstede,67.8,4,2,merged
BU00400301,Scharmer,BU19520905,Scharmer Buitengebied,44.4,4,3,merged
BU00400302,Hamweg,BU19520901,Harkstede,36.0,5,2,merged
BU00400304,Borgweg (gedeeltelijk),BU19520905,Scharmer Buitengebied,87.8,4,3,merged
BU00400308,Verspreide huizen ten oosten van Hamweg,BU19520905,Scharmer Buitengebied,37.6,9,3,merged
BU00400309,Verspreide huizen in het Westen,BU00141401,Harkstede GN,35.4,14,1,split
BU00400400,Overschild,BU19521602,Overschild Buitengebied,72.6,2,2,merged
BU00400409,Verspreide huizen Overschild,BU19521602,Overschild Buitengebied,83.4,7,2,merged
BU00470000,Veendam-Centrum,BU00470000,Veendam-Centrum,100.0,1,1,unchanged
BU00470001,Veendam-Oude Ae,BU00470001,Veendam-Oude Ae,100.0,1,1,unchanged
BU00470002,Veendam-Middenweg en omgeving,BU00470002,Veendam-Middenweg en omgeving,100.0,1,1,unchanged
BU00470003,Veendam en omgeving station,BU00470003,Veendam en omgeving station,100.0,1,1,unchanged
BU00470004,Veendam-Zuid,BU00470004,Veendam-Zuid,100.0,1,1,unchanged
BU00470005,Veendam-Sorghvliet,BU00470005,Veendam-Sorghvliet,100.0,1,1,unchanged
BU00470006,Veendam-industriegebied,BU00470006,Veendam-industriegebied,100.0,1,1,unchanged
BU00470007,Buitenwoel,BU00470007,Buitenwoel,100.0,1,1,unchanged
BU00470100,Borgercompagnie (gedeeltelijk),BU00470100,Borgercompagnie (gedeeltelijk),100.0,1,1,unchanged
BU00470101,Ommelanderwijk,BU00470101,Ommelanderwijk,100.0,1,1,unchanged
BU00470102,Zuidwending,BU00470102,Zuidwending,100.0,1,1,unchanged
BU00470109,Verspreide huizen,BU00470109,Verspreide huizen,100.0,1,1,unchanged
BU00470200,Wildervank,BU00470200,Wildervank,100.0,2,1,unchanged
BU00470201,Boven-Wildervank,BU00470201,Boven-Wildervank,100.0,1,1,unchanged
BU00470202,Bareveld,BU00470202,Bareveld,100.0,1,1,unchanged
BU00470203,Wildervanksterdallen,BU00470203,Wildervanksterdallen,100.0,1,1,unchanged
BU00470209,Verspreide huizen,BU00470209,Verspreide huizen,100.0,1,1,unchanged
BU00480000,Sellingen,BU19500300,Sellingen,100.0,1,1,recoded (gemeente change)
BU00480001,Laude,BU19500301,Laude,100.0,1,1,recoded (gemeente change)
BU00480004,Jipsinghuizen en Plaggenborg,BU19500304,Jipsinghuizen en Plaggenborg,100.0,1,1,recoded (gemeente change)
BU00480006,Leemdobben en Lammerweg,BU19500306,Leemdobben en Lammerweg,100.0,1,1,recoded (gemeente change)
BU00480008,Verspreide huizen ten oosten van Ruiten A-kanaal,BU19500308,Verspreide huizen ten oosten van Ruiten A-kanaal,100.0,1,1,recoded (gemeente change)
BU00480009,Verspreide huizen Sellingen,BU19500309,Verspreide huizen Sellingen,100.0,1,1,recoded (gemeente change)
BU00480100,Vlagtwedde,BU19500400,Vlagtwedde,100.0,1,1,recoded (gemeente change)
BU00480101,Wollinghuizen,BU19500401,Wollinghuizen,100.0,1,1,recoded (gemeente change)
BU00480102,Vlagtwedder-Veldhuis,BU19500402,Vlagtwedder-Veldhuis,100.0,1,1,recoded (gemeente change)
BU00480103,Veele,BU19500403,Veele,100.0,1,1,recoded (gemeente change)
BU00480104,Ellersinghuizen,BU19500404,Ellersinghuizen,100.0,1,1,recoded (gemeente change)
BU00480109,Verspreide huizen Vlagtwedde,BU19500409,Verspreide huizen Vlagtwedde,100.0,1,1,recoded (gemeente change)
BU00480200,Bourtange,BU19500500,Bourtange,100.0,1,1,recoded (gemeente change)
BU00480201,Pallert,BU19500501,Pallert,100.0,1,1,recoded (gemeente change)
BU00480202,Weite,BU19500502,Weite,100.0,1,1,recoded (gemeente change)
BU00480204,Stakenborg,BU19500504,Stakenborg,100.0,1,1,recoded (gemeente change)
BU00480207,Verspreide huizen Hebrecht,BU19500507,Verspreide huizen Hebrecht,100.0,1,1,recoded (gemeente change)
BU00480208,Verspreide huizen Bourtange,BU19500508,Verspreide huizen Bourtange,100.0,1,1,recoded (gemeente change)
BU00480209,Verspreide huizen ten noorden van Vlagtwedde,BU19500509,Verspreide huizen ten noorden van Vlagtwedde,100.0,1,1,recoded (gemeente change)
BU00480300,Harpel,BU19500600,Harpel,100.0,1,1,recoded (gemeente change)
BU00480301,Sellingerbeetse,BU19500601,Sellingerbeetse,100.0,1,1,recoded (gemeente change)
BU00480302,Jipsingboertange,BU19500602,Jipsingboertange,100.0,1,1,recoded (gemeente change)
BU00480309,Verspreide huizen tussen Harpel en Sellingerbeetse,BU19500609,Verspreide huizen tussen Harpel en Sellingerbeetse,100.0,1,1,recoded (gemeente change)
BU00480400,Ter Apel,BU19500700,Ter Apel,100.0,1,1,recoded (gemeente change)
BU00480401,Barnflair,BU19500701,Barnflair,100.0,1,1,recoded (gemeente change)
BU00480402,Ter Apelkanaal,BU19500702,Ter Apelkanaal,100.0,1,1,recoded (gemeente change)
BU00480403,Ter Apel-West,BU19500703,Ter Apel-West,100.0,2,1,recoded (gemeente change)
BU00480404,Jipsingboermussel en Zandberg,BU19500704,Jipsingboermussel en Zandberg,100.0,1,1,recoded (gemeente change)
BU00480405,Munnekemoer,BU19500705,Munnekemoer,100.0,1,1,recoded (gemeente change)
BU00480406,Burgemeester Beinsdorp,BU19500706,Burgemeester Beinsdorp,100.0,1,1,recoded (gemeente change)
BU00480407,Agobuurt,BU19500707,Agobuurt,100.0,1,1,recoded (gemeente change)
BU00480408,Ter Apel 't Heem,BU19500708,Ter Apel 't Heem,100.0,1,1,recoded (gemeente change)
BU00480409,Verspreide huizen Ter Apel en Ter Apelkanaal,BU19500709,Verspreide huizen Ter Apel en Ter Apelkanaal,100.0,1,1,recoded (gemeente change)
BU00480508,Verspreide huizen te Laudermarke,BU19500808,Verspreide huizen te Laudermarke,100.0,1,1,recoded (gemeente change)
BU00480509,Verspreide huizen Ter Wisch,BU19500809,Verspreide huizen Ter Wisch,100.0,1,1,recoded (gemeente change)
BU00480600,De Maten,BU19500900,De Maten,100.0,1,1,recoded (gemeente change)
BU00480609,Verspreide huizen ten zuiden van Ter Apel,BU19500909,Verspreide huizen ten zuiden van Ter Apel,100.0,1,1,recoded (gemeente change)
BU00500000,Centrum,BU00500000,Centrum,100.0,3,1,unchanged
BU00500001,Eerste woonwijk,BU00500001,Eerste woonwijk,100.0,2,1,unchanged
BU00500002,Tweede woonwijk,BU00500002,Tweede woonwijk,99.9,2,1,unchanged
BU00500003,Derde woonwijk,BU00500003,Derde woonwijk,100.0,1,1,unchanged
BU00500004,Buurt 4,BU00500004,Buurt 4,100.0,1,1,unchanged
BU00500005,Buurt 5,BU00500005,Buurt 5,100.0,1,1,unchanged
BU00500006,Zuidlob,BU00500006,Zuidlob,100.0,2,1,unchanged
BU00500007,Middengebied,BU00500007,Middengebied,100.0,2,1,unchanged
BU00500008,Knardijkgebied,BU00500008,Knardijkgebied,100.0,2,1,unchanged
BU00500009,Trekkersveld,BU00500009,Trekkersveld,100.0,2,1,unchanged
BU00500010,Horstenparc,BU00500010,Horstenparc,100.0,1,1,unchanged
BU00509997,,BU00509997,Groot binnenwater,98.5,6,1,split
BU00530000,Winsum,BU19660602,Winsum Zuid - West,97.3,4,1,split
BU00530001,Obergum,BU19660606,Winsum Noord - West,78.6,3,1,split
BU00530002,Ripperda,BU19660603,Winsum Midden,97.8,3,1,split
BU00530003,Potmaar,BU19660604,Winsum Zuid - Oost,98.2,3,1,split
BU00530004,De Brake,BU19660605,Winsum Noord - Oost,90.6,6,1,split
BU00530009,Verspreide huizen Winsum,BU19660601,Buitengebied Winsum,95.1,14,1,split
BU00530100,Ezinge,BU19691300,Ezinge,100.0,1,1,recoded (gemeente change)
BU00530101,Feerwerd,BU19691301,Feerwerd,100.0,1,1,recoded (gemeente change)
BU00530102,Garnwerd,BU19691302,Garnwerd,99.9,2,1,recoded (gemeente change)
BU00530109,Verspreide huizen Ezinge,BU19691309,Verspreide huizen Ezinge,99.9,3,1,recoded (gemeente change)
BU00530200,Baflo,BU19660702,Baflo,83.1,3,1,split
BU00530201,Den Andel,BU19660704,Den Andel,78.4,2,1,split
BU00530202,Rasquert,BU19660703,Rasquert,78.6,3,1,split
BU00530203,Tinallinge,BU19660701,Buitengebied Baflo,100.0,1,3,recoded (gemeente change)
BU00530204,Saaxumhuizen,BU19660701,Buitengebied Baflo,100.0,1,3,recoded (gemeente change)
BU00530209,Verspreide huizen Baflo,BU19660701,Buitengebied Baflo,98.2,7,3,merged
BU00530300,Adorp,BU19660502,Adorp,62.5,2,1,split
BU00530301,Sauwerd,BU19660503,Sauwerd,99.7,2,1,recoded (gemeente change)
BU00530302,Wetsinge,BU19660501,Buitengebied Sauwerd,100.0,1,2,recoded (gemeente change)
BU00530309,Verspreide huizen Adorp,BU19660501,Buitengebied Sauwerd,96.4,6,2,merged
BU00560000,Zuidhorn,BU19691400,Zuidhorn,100.0,1,1,recoded (gemeente change)
BU00560001,Noordhorn,BU19691401,Noordhorn,100.0,1,1,recoded (gemeente change)
BU00560002,Niezijl,BU19691402,Niezijl,100.0,1,1,recoded (gemeente change)
BU00560003,Briltil,BU19691403,Briltil,100.0,1,1,recoded (gemeente change)
BU00560009,Verspreide huizen Zuidhorn,BU19691409,Verspreide huizen Zuidhorn,100.0,1,1,recoded (gemeente change)
BU00560100,Grijpskerk,BU19691500,Grijpskerk,100.0,1,1,recoded (gemeente change)
BU00560102,Visvliet,BU19691502,Visvliet,100.0,1,1,recoded (gemeente change)
BU00560103,Kommerzijl,BU19691503,Kommerzijl,100.0,1,1,recoded (gemeente change)
BU00560104,Pieterzijl,BU19691504,Pieterzijl,100.0,1,1,recoded (gemeente change)
BU00560109,Verspreide huizen Grijpskerk,BU19691509,Verspreide huizen Grijpskerk,100.0,1,1,recoded (gemeente change)
BU00560200,Oldehove,BU19691600,Oldehove,100.0,1,1,recoded (gemeente change)
BU00560201,Niehove,BU19691601,Niehove,100.0,1,1,recoded (gemeente change)
BU00560203,Saaksum,BU19691603,Saaksum,100.0,1,1,recoded (gemeente change)
BU00560204,Lauwerzijl,BU19691604,Lauwerzijl,100.0,1,1,recoded (gemeente change)
BU00560208,Verspreide huizen Ruigezand en Nieuwe Ruigezand,BU19691608,Verspreide huizen Ruigezand en Nieuwe Ruigezand,100.0,2,1,recoded (gemeente change)
BU00560209,Overige verspreide huizen,BU19691609,Overige verspreide huizen,100.0,1,1,recoded (gemeente change)
BU00560300,Aduard,BU19691700,Aduard,100.0,1,1,recoded (gemeente change)
BU00560301,Den Horn,BU19691701,Den Horn,100.0,1,1,recoded (gemeente change)
BU00560302,Den Ham,BU19691702,Den Ham,100.0,1,1,recoded (gemeente change)
BU00560309,Verspreide huizen Aduard,BU19691709,Verspreide huizen Aduard,100.0,1,1,recoded (gemeente change)
BU00569997,,BU19699997,Groot binnenwater,98.7,2,1,split
BU00580000,Dokkum binnen de Bolwerken,BU19700000,Dokkum binnen de Bolwerken,100.0,1,1,recoded (gemeente change)
BU00580001,Dokkum Noord,BU19700001,Dokkum Noord,100.0,1,1,recoded (gemeente change)
BU00580002,Dokkum Fonteinslanden,BU19700002,Dokkum Fonteinslanden,100.0,1,1,recoded (gemeente change)
BU00580003,Dokkum Fugellan,BU19700003,Dokkum Fugellan,100.0,1,1,recoded (gemeente change)
BU00580004,Dokkum Betterwird,BU19700004,Dokkum Betterwird,100.0,1,1,recoded (gemeente change)
BU00580005,Dokkum Hoedemakerspolder,BU19700005,Dokkum Hoedemakerspolder,100.0,1,1,recoded (gemeente change)
BU00580006,Dokkum De Woudhorne,BU19700006,Dokkum De Woudhorne,100.0,1,1,recoded (gemeente change)
BU00580007,De Trije Terpen,BU19700007,De Trije Terpen,100.0,1,1,recoded (gemeente change)
BU00580008,Dokkum Weeshuislanden,BU19700008,Dokkum Weeshuislanden,100.0,1,1,recoded (gemeente change)
BU00580009,Dokkum Jantjeszeepolder,BU19700009,Dokkum Jantjeszeepolder,100.0,1,1,recoded (gemeente change)
BU00580010,Dokkum Kooilanden,BU19700010,Dokkum Kooilanden,100.0,1,1,recoded (gemeente change)
BU00580011,Dokkum Hogedijken,BU19700011,Dokkum Hogedijken,100.0,1,1,recoded (gemeente change)
