old_code,old_naam,new_code,new_naam,pct_retained,n_new_touched,n_old_mapping_here,change_type
BU01530402,Roombeek-Roomveldje,BU01530402,Roombeek-Roomveldje,100.0,1,1,unchanged
BU01530403,Mekkelholt,BU01530403,Mekkelholt,100.0,1,1,unchanged
BU01530404,Deppenbroek,BU01530404,Deppenbroek,100.0,1,1,unchanged
BU01530405,Voortman-Amelink,BU01530405,Voortman-Amelink,100.0,1,1,unchanged
BU01530406,Drienerveld-U.T.,BU01530406,Drienerveld-U.T.,100.0,1,1,unchanged
BU01530500,Schreurserve,BU01530500,Schreurserve,100.0,1,1,unchanged
BU01530501,Ribbelt-Ribbelerbrink,BU01530501,Ribbelt-Ribbelerbrink,100.0,1,1,unchanged
BU01530502,Park Stokhorst,BU01530502,Park Stokhorst,100.0,1,1,unchanged
BU01530503,Stokhorst,BU01530503,Stokhorst,100.0,1,1,unchanged
BU01530600,Stroinkslanden Noord-Oost,BU01530600,Stroinkslanden Noord-Oost,100.0,1,1,unchanged
BU01530601,Stroinkslanden-Zuid,BU01530601,Stroinkslanden-Zuid,100.0,1,1,unchanged
BU01530602,Stroinkslanden Noord-West,BU01530602,Stroinkslanden Noord-West,100.0,1,1,unchanged
BU01530603,Wesselerbrink Noord-Oost,BU01530603,Wesselerbrink Noord-Oost,100.0,1,1,unchanged
BU01530604,Wesselerbrink Zuid-Oost,BU01530604,Wesselerbrink Zuid-Oost,100.0,1,1,unchanged
BU01530605,Wesselerbrink Zuid-West,BU01530605,Wesselerbrink Zuid-West,100.0,1,1,unchanged
BU01530606,Wesselerbrink Noord-West,BU01530606,Wesselerbrink Noord-West,100.0,1,1,unchanged
BU01530607,Helmerhoek-Noord,BU01530607,Helmerhoek-Noord,100.0,1,1,unchanged
BU01530608,Helmerhoek-Zuid,BU01530608,Helmerhoek-Zuid,100.0,1,1,unchanged
BU01530609,het Brunink,BU01530609,het Brunink,100.0,1,1,unchanged
BU01530700,Industrie- en havengebied,BU01530700,Industrie- en havengebied,100.0,1,1,unchanged
BU01530701,Marssteden,BU01530701,Marssteden,100.0,1,1,unchanged
BU01530702,Koekoeksbeekhoek,BU01530702,Koekoeksbeekhoek,100.0,1,1,unchanged
BU01530703,Kennispark,BU01530703,Kennispark,100.0,1,1,unchanged
BU01530800,Glanerveld,BU01530800,Glanerveld,100.0,1,1,unchanged
BU01530801,Bentveld-Bultserve,BU01530801,Bentveld-Bultserve,100.0,1,1,unchanged
BU01530802,Schipholt-Glanermaten,BU01530802,Schipholt-Glanermaten,100.0,1,1,unchanged
BU01530803,Eekmaat,BU01530803,Eekmaat,100.0,1,1,unchanged
BU01530804,Oikos,BU01530804,Oikos,100.0,1,1,unchanged
BU01530805,Eilermarke,BU01530805,Eilermarke,100.0,1,1,unchanged
BU01530806,De Slank,BU01530806,De Slank,100.0,1,1,unchanged
BU01530807,Dolphia,BU01530807,Dolphia,100.0,1,1,unchanged
BU01530808,Eekmaat West,BU01530808,Eekmaat West,100.0,1,1,unchanged
BU01530900,Dorp Lonneker,BU01530900,Dorp Lonneker,100.0,1,1,unchanged
BU01530901,Dorp Boekelo,BU01530901,Dorp Boekelo,100.0,1,1,unchanged
BU01530902,Buurtschap Lonneker-West,BU01530902,Buurtschap Lonneker-West,100.0,1,1,unchanged
BU01530903,Noord Esmarke,BU01530903,Noord Esmarke,100.0,1,1,unchanged
BU01530904,Buurtschap Zuid-Esmarke,BU01530904,Buurtschap Zuid-Esmarke,100.0,1,1,unchanged
BU01530905,Buurtschap Broekheurne,BU01530905,Buurtschap Broekheurne,100.0,1,1,unchanged
BU01530906,Buurtschap Usselo,BU01530906,Buurtschap Usselo,100.0,1,1,unchanged
BU01530907,Boekelerveld,BU01530907,Boekelerveld,100.0,1,1,unchanged
BU01530908,Buurtschap Twekkelo,BU01530908,Buurtschap Twekkelo,100.0,1,1,unchanged
BU01580001,Haaksbergen Kern-1,BU01580001,Haaksbergen Kern-1,100.0,1,1,unchanged
BU01580002,Haaksbergen Kern-2,BU01580002,Haaksbergen Kern-2,100.0,2,1,unchanged
BU01580003,Haaksbergen Kern-3,BU01580003,Haaksbergen Kern-3,100.0,1,1,unchanged
BU01580004,Haaksbergen Kern-4,BU01580004,Haaksbergen Kern-4,100.0,1,1,unchanged
BU01580010,Veldmaat 1,BU01580010,Veldmaat 1,100.0,1,1,unchanged
BU01580011,Veldmaat 2,BU01580011,Veldmaat 2,100.0,1,1,unchanged
BU01580020,Leemdijk,BU01580020,Leemdijk,100.0,1,1,unchanged
BU01580030,Zienesch,BU01580030,Zienesch,100.0,1,1,unchanged
BU01580040,De Pas,BU01580040,De Pas,100.0,1,1,unchanged
BU01580041,De Els,BU01580041,De Els,100.0,1,1,unchanged
BU01580050,Wolferink 1 en 4,BU01580050,Wolferink 1 en 4,100.0,1,1,unchanged
BU01580051,Wolferink 2,BU01580051,Wolferink 2,100.0,1,1,unchanged
BU01580052,Wolferink 5,BU01580052,Wolferink 5,100.0,1,1,unchanged
BU01580053,Wolferink 3,BU01580053,Wolferink 3,100.0,1,1,unchanged
BU01580060,Hassinkbrink,BU01580060,Hassinkbrink,100.0,1,1,unchanged
BU01580090,Industriegebied West,BU01580090,Industriegebied West,100.0,1,1,unchanged
BU01580091,Industriegebied Brammelo,BU01580091,Industriegebied Brammelo,100.0,1,1,unchanged
BU01580160,Verspreide huizen Langelo ten noorden van de spoorlijn,BU01580160,Verspreide huizen Langelo ten noorden van de spoorlijn,100.0,1,1,unchanged
BU01580170,Verspreide huizen Langelo (gedeeltelijk) en Honesch,BU01580170,Verspreide huizen Langelo (gedeeltelijk) en Honesch,100.0,1,1,unchanged
BU01580180,Verspreide huizen Veldmaat ten zuiden van de spoorlijn,BU01580180,Verspreide huizen Veldmaat ten zuiden van de spoorlijn,100.0,1,1,unchanged
BU01580190,Verspreide huizen Veldmaat ten noorden van de spoorlijn,BU01580190,Verspreide huizen Veldmaat ten noorden van de spoorlijn,100.0,1,1,unchanged
BU01580200,Sint Isidorushoeve kern,BU01580200,Sint Isidorushoeve kern,100.0,1,1,unchanged
BU01580290,Verspreide huizen Sint Isidorushoeve,BU01580290,Verspreide huizen Sint Isidorushoeve,100.0,1,1,unchanged
BU01580300,Buurse kern,BU01580300,Buurse kern,100.0,1,1,unchanged
BU01580390,Verspreide huizen Buurse,BU01580390,Verspreide huizen Buurse,100.0,1,1,unchanged
BU01580490,Verspreide huizen Brammelo,BU01580490,Verspreide huizen Brammelo,100.0,1,1,unchanged
BU01580590,Verspreide huizen Bretelerveld,BU01580590,Verspreide huizen Bretelerveld,100.0,1,1,unchanged
BU01580690,Verspreide huizen Stepelo (gedeeltelijk),BU01580690,Verspreide huizen Stepelo (gedeeltelijk),100.0,1,1,unchanged
BU01580900,Haaksbergen Kern-Centrum,BU01580900,Haaksbergen Kern-Centrum,100.0,1,1,unchanged
BU01600001,Overig Stad Hardenberg,BU01602801,Overig Stad Hardenberg,97.4,6,1,split
BU01600002,Industriegebied,BU01602802,Industriegebied,97.7,6,1,split
BU01600003,Norden en Hazenbos,BU01602803,Norden en Hazenbos,96.2,6,1,split
BU01600004,Heemse-Oost Heemsermars,BU01602804,Heemse-Oost Heemsermars,92.1,7,1,split
BU01600005,Heemse-West Heemserbos,BU01602805,Heemse-West Heemserbos,96.9,6,1,split
BU01600006,Baalder,BU01602806,Baalder,95.4,5,1,split
BU01600007,Baalderveld,BU01602807,Baalderveld,86.0,6,1,split
BU01600008,Marslanden en bedrijventerrein Haardijk,BU01602808,Marslanden,82.3,9,1,split
BU01600009,Centrum saneringsgebied,BU01602809,Centrum Saneringsgebied,94.7,3,1,split
BU01600107,Brucht,BU01600601,Brucht,98.8,7,1,split
BU01600108,Rheeze,BU01602201,Rheeze,90.2,7,1,split
BU01600109,Diffelen,BU01601101,Diffelen,98.2,4,1,split
BU01600207,Collendoorn,BU01600701,Collendoorn,86.7,11,1,split
BU01600208,Heemserveen,BU01601301,Heemserveen,97.9,6,1,split
BU01600209,Rheezerveen,BU01602301,Rheezerveen,99.4,7,1,recoded
BU01600307,Hoogenweg,BU01601601,Hoogenweg,88.7,5,1,split
BU01600308,Venebrugge,BU01602701,Venebrugge,96.0,5,1,split
BU01600309,Radewijk,BU01602101,Radewijk,98.4,5,1,split
BU01600400,Mariënberg Kern,BU01602001,Marienberg Kern,99.8,2,1,recoded
BU01600401,Sibculo Kern,BU01602501,Sibculo Kern,90.8,2,1,split
BU01600402,Kloosterhaar Kern,BU01601701,Kloosterhaar Kern,97.4,3,1,split
BU01600407,Verspreide huizen Kloosterhaar,BU01601702,Verspreide huizen Kloosterhaar,98.6,5,1,split
BU01600408,Verspreide huizen Sibculo,BU01602502,Verspreide huizen Sibculo,95.7,6,1,split
BU01600409,Verspreide huizen Mariënberg,BU01602002,Verspreide huizen Marienberg,93.4,6,1,split
BU01600500,Bergentheim Kern,BU01600501,Bergentheim Kern,94.2,3,1,split
BU01600501,Bruchterveld Kern,BU01602901,Bruchterveld Kern,90.2,2,1,split
BU01600507,Verspreide huizen Bruchterveld,BU01602902,Verspreide huizen Bruchterveld,94.1,6,1,split
BU01600508,Verspreide huizen Bergentheimerveen en omgeving,BU01600502,Verspreide huizen Bergentheimerveen,97.3,7,1,split
BU01600509,Verspreide huizen Oud-Bergentheim en omgeving,BU01600503,Verspreide huizen Oud-Bergentheim,97.6,6,1,split
BU01600600,Lutten Kern,BU01601901,Lutten Kern,92.9,4,1,split
BU01600607,Verspreide huizen Lutten-West,BU01601902,Verspreide huizen Lutten-West,86.9,9,1,split
BU01600608,Verspreide huizen Lutten-Oost,BU01601903,Verspreide huizen Lutten-Oost,96.7,5,1,split
BU01600609,Verspreide huizen Oud-Lutten,BU01601904,Verspreide huizen Oud-Lutten,95.0,8,1,split
BU01600700,Slagharen-Kern,BU01602601,Slagharen Kern,97.0,4,1,split
BU01600701,Schuinesloot Kern,BU01602401,Schuinesloot Kern,65.5,3,1,split
BU01600702,De Belt,BU01602602,De Belt,85.4,3,1,split
BU01600703,De Krim,BU01600801,De Krim,99.4,8,1,recoded
BU01600707,Verspreide huizen Schuinesloot,BU01602402,Verspreide huizen Schuinesloot,99.4,7,1,recoded
BU01600708,Verspreide huizen Slagharen-Oost,BU01602603,Verspreide huizen Slagharen-Oost,89.5,6,1,split
BU01600709,Verspreide huizen Slagharen-West,BU01602604,Verspreide huizen Slagharen-West,98.7,8,1,split
BU01600800,Gramsbergen Kern,BU01601201,Gramsbergen Kern,95.5,5,1,split
BU01600801,Gramsbergen uitbreidingsplan,BU01601202,Gramsbergen Uitbreidingsplan,95.3,3,1,split
BU01600807,Verspreide huizen Den Velde,BU01601001,Verspreide huizen Den Velde,96.2,5,1,split
BU01600808,Verspreide huizen Holtheme-De Haandrik,BU01601401,Verspreide huizen Holtheme-De Haandrik,95.7,4,1,split
BU01600809,Verspreide huizen Loozen,BU01601801,Verspreide huizen Loozen,97.5,8,1,split
BU01600900,De Krim-Streekdorp,BU01600802,De Krim-Streekdorp,93.7,5,1,split
BU01600901,De Krim-Zuid,BU01600803,De Krim-Zuid,91.3,4,1,split
BU01600908,Verspreide huizen De Krim,BU01600804,Verspreide huizen De Krim,95.4,7,1,split
BU01600909,Verspreide huizen Nieuwlande,BU01600805,Verspreide huizen Nieuwlande,93.7,5,1,split
BU01601000,Ane Dorp,BU01600101,Ane Dorp,94.8,2,1,split
BU01601006,Verspreide huizen Anevelde,BU01600301,Verspreide huizen Anevelde,89.2,7,1,split
BU01601007,Verspreide huizen Holthone,BU01601501,Verspreide huizen Holthone,98.9,6,1,split
BU01601008,Verspreide huizen Anerveen,BU01600201,Verspreide huizen Anerveen,94.7,5,1,split
BU01601009,Verspreide huizen Ane,BU01600102,Verspreide huizen Ane,97.4,9,1,split
BU01601100,Dedemsvaart-Noord,BU01600901,Dedemsvaart-Noord,97.5,8,1,split
BU01601101,Dedemsvaart-Zuidwest,BU01600902,Dedemsvaart-Zuidwest,98.9,5,1,split
BU01601102,Dedemsvaart Zuidoost,BU01600903,Dedemsvaart-Zuidoost,98.6,4,1,split
BU01601103,Rheezerzand,BU01600904,Rheezerend,95.4,7,1,split
BU01601104,Industriegebied Rollepaal,BU01600905,Industriegebied Rollepaal,98.8,5,1,split
BU01601105,Verspreide huizen Colenbranderbos,BU01600906,Verspreide huizen Colenbranderbos,94.9,6,1,split
BU01601106,Verspreide huizen Dedemsvaart,BU01600907,Verspreide huizen Dedemsvaart,94.4,8,1,split
BU01601107,Verspreide huizen Beute en Ommerkanaal,BU01600908,Verspreide huizen Ommerkanaal,98.6,7,1,split
BU01601108,Verspreide huizen Sponturfwijk en Reestgebied,BU01600909,Verspreide huizen Reestgebied,99.4,4,1,recoded
BU01601109,Verspreide huizen De Kolonie,BU01600405,Verspreide huizen De Kolonie,98.7,4,1,split
BU01601200,Balkbrug-Zuidwest,BU01600401,Balkbrug-Zuidwest,98.5,4,1,split
BU01601201,Balkbrug-Noord,BU01600402,Balkbrug-Noord,97.3,6,1,split
BU01601202,Balkbrug-Zuidoost,BU01600403,Balkbrug-Zuidoost,98.4,5,1,split
BU01601203,Balkbrug Benedenvaart,BU01600404,Balkbrug-Benedenvaart,98.6,4,1,split
BU01601208,Verspreide huizen Reestgebied (gedeeltelijk),BU01600406,Verspreide huizen Reestgebied (ged.),97.4,5,1,split
BU01601209,Verspreide huizen Westerhuizingerveld en omgeving,BU01600407,Verspreide huizen Westerhuizingerveld,99.8,4,1,recoded
BU01630101,Hellendoorn-Centrum,BU01630101,Hellendoorn-Centrum,100.0,1,1,unchanged
BU01630102,De Höfte,BU01630102,De Höfte,100.0,1,1,unchanged
BU01630103,Den Dam,BU01630103,Den Dam,100.0,1,1,unchanged
BU01630104,De Blenke,BU01630104,De Blenke,100.0,1,1,unchanged
BU01630105,De Zuid Es,BU01630105,De Zuid Es,100.0,1,1,unchanged
BU01630106,De Noord Es,BU01630106,De Noord Es,100.0,1,1,unchanged
BU01630201,Zeeheldenwijk,BU01630201,Zeeheldenwijk,100.0,1,1,unchanged
BU01630202,Wilhelminawijk,BU01630202,Wilhelminawijk,100.0,1,1,unchanged
BU01630203,Gagelman Industrieterrein-Noord,BU01630203,Gagelman Industrieterrein-Noord,100.0,1,1,unchanged
BU01630301,Nijverdal-Centrum,BU01630301,Nijverdal-Centrum,100.0,1,1,unchanged
BU01630302,Bloemen-Schilderswijk,BU01630302,Bloemen-Schilderswijk,100.0,1,1,unchanged
BU01630303,Noetsele I,BU01630303,Noetsele I,100.0,1,1,unchanged
BU01630304,Noetsele II en III,BU01630304,Noetsele II en III,100.0,1,1,unchanged
BU01630401,Prinsessenwijk,BU01630401,Prinsessenwijk,100.0,1,1,unchanged
BU01630402,De Brake,BU01630402,De Brake,100.0,1,1,unchanged
BU01630403,Konijnenberg,BU01630403,Konijnenberg,100.0,1,1,unchanged
BU01630404,Nijverdal Oost,BU01630404,Nijverdal Oost,100.0,1,1,unchanged
BU01630405,De Blokken,BU01630405,De Blokken,100.0,2,1,unchanged
BU01630406,Groot Lochter,BU01630406,Groot Lochter,100.0,1,1,unchanged
BU01630407,'t Lochter,BU01630407,'t Lochter,100.0,1,1,unchanged
BU01630408,'n Oaln Diek,BU01630408,'n Oaln Diek,100.0,1,1,unchanged
BU01630501,Hellendoorn,BU01630501,Hellendoorn,100.0,1,1,unchanged
BU01630503,'t Hexel,BU01630503,'t Hexel,100.0,1,1,unchanged
BU01630504,Boersingel,BU01630504,Boersingel,100.0,1,1,unchanged
BU01630505,"Egede, Elen en Rhaan",BU01630505,"Egede, Elen en Rhaan",100.0,1,1,unchanged
BU01630506,Hulsen,BU01630506,Hulsen,100.0,1,1,unchanged
BU01630507,Haarle,BU01630507,Haarle,100.0,2,1,unchanged
BU01630508,Daarle,BU01630508,Daarle,100.0,1,1,unchanged
BU01630509,Daalerveen,BU01630509,Daarlerveen,100.0,1,1,unchanged
BU01630510,Marle,BU01630510,Marle,100.0,1,1,unchanged
BU01630601,Hulsen dorp,BU01630601,Hulsen dorp,100.0,1,1,unchanged
BU01630602,Kruidenwijk Oost,BU01630602,Kruidenwijk Oost,100.0,1,1,unchanged
BU01630603,Kruidenwijk Centrum,BU01630603,Kruidenwijk Centrum,100.0,1,1,unchanged
BU01630604,Kruidenwijk Noord,BU01630604,Kruidenwijk Noord,100.0,1,1,unchanged
BU01630605,Kruidenwijk West,BU01630605,Kruidenwijk West,100.0,1,1,unchanged
BU01630606,Kruidenwijk Zuid,BU01630606,Kruidenwijk Zuid,100.0,1,1,unchanged
BU01630700,Dorp Haarle,BU01630700,Dorp Haarle,100.0,1,1,unchanged
BU01630800,Dorp Daarle,BU01630800,Dorp Daarle,100.0,1,1,unchanged
BU01630900,Dorp Daarlerveen,BU01630900,Dorp Daarlerveen,100.0,1,1,unchanged
BU01640000,Binnenstad-Centrum,BU01640000,Binnenstad Centrum,99.8,5,1,unchanged
BU01640001,Binnenstad-West,BU01640001,Binnenstad West,99.6,3,1,unchanged
BU01640002,Binnenstad-Oost,BU01640002,Binnenstad Oost,99.7,3,1,unchanged
BU01640100,Hengelose Es-Noord,BU01640100,Hengelose Es Noord,99.9,6,1,unchanged
BU01640101,Tichelwerk,BU01640101,Tichelwerk,97.8,7,1,split
BU01640102,'t Wilbert,BU01640102,'t Wilbert,100.0,3,1,unchanged
BU01640103,Bedrijventerrein Timmersveld,BU01640103,Bedrijventerrein Timmersveld,100.0,2,1,unchanged
BU01640200,Noord,BU01640200,Noord,98.0,8,1,split
BU01640201,Elsbeek,BU01640201,Elsbeek,100.0,5,1,unchanged
BU01640202,De Noork,BU01640202,De Noork,100.0,4,1,unchanged
BU01640203,Klein Driene,BU01640203,Klein Driene,99.9,3,1,unchanged
BU01640204,'t Rot,BU01640204,'t Rot,94.4,5,1,split
BU01640300,Bovenhoek,BU01640300,Bovenhoek,100.0,4,1,unchanged
BU01640301,Schothorsthoek,BU01640301,Schothorsthoek,100.0,3,1,unchanged
BU01640302,Bartelinkshoek,BU01640302,Bartelinkshoek,100.0,3,1,unchanged
BU01640303,Tijertshoek,BU01640303,Tijertshoek,99.9,4,1,unchanged
BU01640304,Sogtoenhoek,BU01640304,Sogtoenhoek,100.0,4,1,unchanged
BU01640305,Bruninkshoek,BU01640305,Bruninkshoek,99.9,5,1,unchanged
BU01640306,Middelhoek,BU01640306,Middelhoek,99.9,6,1,unchanged
BU01640307,Molendijkhoek,BU01640307,Molendijkhoek,99.6,4,1,unchanged
BU01640308,Weijinkshoek,BU01640308,Weijinkshoek,99.8,5,1,unchanged
BU01640309,Oosterveld,BU01640309,Oosterveld,100.0,5,1,unchanged
BU01640400,Zwavertshoek,BU01640400,Zwavertshoek,100.0,3,1,unchanged
BU01640401,Anninks-/Nijhofshoek,BU01640401,Anninks-/Nijhofshoek,99.9,4,1,unchanged
BU01640402,Groot Driene-Zuid,BU01640402,Groot Driene Zuid,100.0,3,1,unchanged
BU01640403,Groot Driene-Noord,BU01640403,Groot Driene Noord,100.0,3,1,unchanged
BU01640500,Bedrijventerrein Twentekanaal-Zuid II,BU01640500,Bedrijventerrein Twentekanaal Zuid II,100.0,1,1,unchanged
BU01640501,Berflo Es Noord,BU01640501,Berflo Es Noord,99.1,5,1,unchanged
BU01640502,Berflo Es Zuid,BU01640502,Berflo Es Zuid,98.5,5,1,split
BU01640503,Bedrijventerrein Twentekanaal-Noord II,BU01640503,Bedrijventerrein Twentekanaal Noord II,98.4,3,1,split
BU01640504,Veldwijk-Noord,BU01640504,Veldwijk Noord,99.1,4,1,unchanged
BU01640505,Veldwijk-Zuid,BU01640505,Veldwijk Zuid,100.0,3,1,unchanged
BU01640506,Boeldershoek,BU01640506,Boeldershoek,100.0,3,1,unchanged
BU01640600,Bedrijventerrein Twentekanaal-Zuid I,BU01640600,Bedrijventerrein Twentekanaal Zuid I,100.0,2,1,unchanged
BU01640601,Tuindorp 't Lansink,BU01640601,Tuindorp 't Lansink,99.6,4,1,unchanged
BU01640602,Tuindorp-Zuid,BU01640602,Tuindorp Zuid,98.9,7,1,split
BU01640603,Bedrijventerrein Twentekanaal-Noord I,BU01640603,Bedrijventerrein Twentekanaal Noord I,100.0,3,1,unchanged
BU01640604,Nijverheid,BU01640604,Nijverheid,98.1,4,1,split
BU01640605,Vikkerhoek,BU01640605,Vikkerhoek,99.9,3,1,unchanged
BU01640606,Bedrijventerrein Zeggershoek,BU01640606,Bedrijventerrein Zeggershoek,100.0,2,1,unchanged
BU01640700,Bedrijventerrein Westermaat-Zuidwest,BU01640700,Bedrijventerrein Westermaat Zuidwest,100.0,5,1,unchanged
BU01640701,Woolde,BU01640701,Woolde,100.0,4,1,unchanged
BU01640702,Woolder Es,BU01640702,Woolder Es,99.1,4,1,unchanged
BU01640703,Weidedorp,BU01640703,Weidedorp,99.7,6,1,unchanged
BU01640704,Bedrijvenpark Westermaat-Zuidoost,BU01640704,Bedrijvenpark Westermaat Zuidoost,98.8,5,1,split
BU01640705,Bedrijventerrein Westermaat-Noordoost,BU01640705,Bedrijventerrein Westermaat Noordoost,100.0,2,1,unchanged
BU01640706,Bedrijventerrein Westermaat-Noordwest,BU01640706,Bedrijventerrein Westermaat Noordwest,100.0,3,1,unchanged
BU01640800,Roershoek,BU01640800,Roershoek,100.0,4,1,unchanged
BU01640801,Vossenbelt-Zuid,BU01640801,Vossenbelt Zuid,100.0,4,1,unchanged
BU01640802,Vossenbelt-Noord,BU01640802,Vossenbelt Noord,99.9,5,1,unchanged
BU01640803,Het Broek,BU01640803,Het Broek,99.5,6,1,unchanged
BU01640804,Kristenbos,BU01640804,Kristenbos,93.4,3,1,split
BU01640805,Dalmeden,BU01640805,Dalmeden,89.6,3,1,split
BU01640900,Beckum kern,BU01640900,Beckum (kern),100.0,2,1,unchanged
BU01640901,Verspreide huizen Slangenbeek,BU01640901,Verspreide huizen Slangenbeek,100.0,3,1,unchanged
BU01640902,Stadspark Weusthag-Noord,BU01640902,Stadspark Weusthag Noord,100.0,3,1,unchanged
BU01640903,Stadspark Weusthag-Zuid,BU01640903,Stadspark Weusthag Zuid,96.0,3,1,split
BU01640904,Verspreide huizen Driene,BU01640904,Verspreide huizen Driene,99.9,4,1,unchanged
BU01640905,Verspreide huizen Twekkelo,BU01640905,Verspreide huizen Twekkelo,100.0,2,1,unchanged
BU01640906,Verspreide huizen Oele,BU01640906,Verspreide huizen Oele,100.0,2,1,unchanged
BU01640907,Verspreide huizen Woolde,BU01640907,Verspreide huizen Woolde,99.6,3,1,unchanged
BU01640909,Verspreide huizen Beckum,BU01640909,Verspreide huizen Beckum,100.0,2,1,unchanged
BU01660000,Binnenstad Kampen,BU01660000,Binnenstad Kampen,100.0,1,1,unchanged
BU01660001,Brunnepe,BU01660001,Brunnepe,100.0,1,1,unchanged
BU01660002,Groene Hart,BU01660002,Groene Hart,100.0,1,1,unchanged
BU01660003,Hanzewijk en Greente,BU01660003,Hanzewijk/Greente,100.0,1,1,unchanged
BU01660004,Kampen-Zuid,BU01660004,Kampen-Zuid,100.0,1,1,unchanged
BU01660005,Flevowijk,BU01660005,Flevowijk,100.0,1,1,unchanged
BU01660006,Industrieterrein Kampen,BU01660006,Industrieterrein Kampen,100.0,1,1,unchanged
BU01660007,Bovenbroek,BU01660007,Bovenbroek,100.0,1,1,unchanged
BU01660008,Cellesbroek,BU01660008,Cellesbroek,100.0,1,1,unchanged
BU01660009,Hagenbroek,BU01660009,Hagenbroek,100.0,1,1,unchanged
BU01660010,De Maten,BU01660010,De Maten,100.0,1,1,unchanged
BU01660011,De Venen,BU01660011,De Venen,100.0,1,1,unchanged
BU01660012,Stationsplein,BU01660012,Stationsplein,100.0,1,1,unchanged
BU01660013,Stationskwartier,BU01660013,Stationskwartier,100.0,1,1,unchanged
BU01660015,Het Onderdijks,BU01660015,Het Onderdijks,100.0,1,1,unchanged
BU01660016,Polder Dronthen,BU01660016,Polder Dronthen,72.0,4,1,split
BU01660017,De Melm,BU01660017,De Melm,99.9,2,1,unchanged
BU01660018,Kampereiland,BU01660018,Kampereiland,99.8,2,1,unchanged
BU01660019,Mandjeswaard,BU01660019,Mandjeswaard,98.3,2,1,split
BU01660300,Ijsselmuiden-Centrum,BU01660300,Centrum IJsselmuiden,99.8,3,1,unchanged
BU01660301,Losselanden,BU01660301,Losse Landen,100.0,1,1,unchanged
BU01660302,Industrieterrein IJsselmuiden,BU01660302,Industrieterrein IJsselmuiden,100.0,1,1,unchanged
BU01660303,De Waard,BU01660303,De Waard,97.5,3,1,split
BU01660304,De Koekoek,BU01660304,De Koekoek,99.1,3,1,unchanged
BU01660305,Oosterholt,BU01660305,Oosterholt,100.0,1,1,unchanged
BU01660306,Sonnenberg,BU01660306,Sonnenberg,96.2,2,1,split
BU01660307,Trekvaart,BU01660307,Trekvaart,100.0,1,1,unchanged
BU01660400,Zalk,BU01660400,Zalk,99.6,2,1,unchanged
BU01660401,Verspreide huizen Zalk,BU01660401,Zalkerbroek,99.9,2,1,unchanged
BU01660500,Wilsum,BU01660500,Wilsum,100.0,1,1,unchanged
BU01660501,Verspreide huizen Wilsum,BU01660501,Buitengebied Wilsum,100.0,1,1,unchanged
BU01660600,Grafhorst,BU01660600,Grafhorst,100.0,1,1,unchanged
BU01660700,Kamperveen,BU01660700,Kamperveen,100.0,4,1,unchanged
BU01660800,'s-Heerenbroek,BU01660800,'s-Heerenbroek,100.0,1,1,unchanged
BU01660900,Verspreide huizen polder Mastenbroek,BU01660900,Polder Mastenbroek,100.0,1,1,unchanged
BU01669997,,BU01669997,Groot binnenwater,98.2,7,1,split
BU01680001,Losser-West,BU01680001,Losser-West,100.0,1,1,unchanged
BU01680002,Bedrijfsterrein Losser,BU01680002,Bedrijfsterrein Losser,100.0,1,1,unchanged
BU01680003,Losser-Oost,BU01680003,Losser-Oost,100.0,1,1,unchanged
BU01680009,Verspreide huizen Losser,BU01680009,Verspreide huizen Losser,100.0,1,1,unchanged
BU01680101,Glane kern,BU01680101,Glane kern,100.0,1,1,unchanged
BU01680102,Glane-beekhoek,BU01680102,Glane-beekhoek,100.0,1,1,unchanged
BU01680109,Verspreide huizen Glane,BU01680109,Verspreide huizen Glane,100.0,1,1,unchanged
BU01680201,Overdinkel kern,BU01680201,Overdinkel kern,100.0,1,1,unchanged
BU01680209,Verspreide huizen Overdinkel,BU01680209,Verspreide huizen Overdinkel,100.0,2,1,unchanged
BU01680301,De Lutte kern,BU01680301,De Lutte kern,100.0,1,1,unchanged
BU01680309,Verspreide huizen De Lutte,BU01680309,Verspreide huizen De Lutte,100.0,1,1,unchanged
BU01680401,Beuningen kern,BU01680401,Beuningen kern,100.0,1,1,unchanged
BU01680409,Verspreide huizen Beuningen,BU01680409,Verspreide huizen Beuningen,100.0,1,1,unchanged
BU01710101,Emmeloord-Centrum-Tussen Gracht en Vaart,BU01710101,Emmeloord-Centrum-Tussen Gracht en Vaart,100.0,1,1,unchanged
BU01710102,Emmeloord-Centrum-Centrum West,BU01710102,Emmeloord-Centrum-Centrum West,100.0,2,1,unchanged
BU01710103,Emmeloord-Centrum-Bos en Gaard,BU01710103,Emmeloord-Centrum-Bos en Gaard,100.0,1,1,unchanged
BU01710104,Emmeloord-Centrum-Centrum Oost,BU01710104,Emmeloord-Centrum-Centrum Oost,100.0,2,1,unchanged
BU01710105,Emmeloord-Revelsant-Noord,BU01710105,Emmeloord-Revelsant-Noord,100.0,1,1,unchanged
BU01710106,Emmeloord-Revelsant-Zuid,BU01710106,Emmeloord-Revelsant-Zuid,100.0,1,1,unchanged
BU01710107,Emmeloord-Espelervaart-Bergenbuurt,BU01710107,Emmeloord-Espelervaart-Bergenbuurt,100.0,1,1,unchanged
